"market","content_type","categories","published","title","category","youtube_url","body","thumbnail_url","order","id","created_date","updated_date","created_by_id","created_by","is_sample"
"saltwater","video","[""coral_care"",""lighting_flow""]","true","SPS coral care, flow, and lighting","coral_care","https://youtu.be/ncu38G8daws?si=qjbAtYqEFP-74017","","","0","69dd52a91c8fe4d987fc9171","2026-04-13T20:31:37.856000","2026-04-13T20:31:37.856000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""lighting_flow""]","true","Fine tune reef lighting","lighting_flow","https://youtu.be/APUOT2PF-xc?si=BRspqsLJeN43adRt","","","0","69dd52798ebc1d59e5fb749c","2026-04-13T20:30:49.326000","2026-04-13T20:30:49.326000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""lighting_flow""]","true","How to get flow right","lighting_flow","https://youtu.be/h6NzLGKj2J0?si=uT5oVnS1fuTn2iO5","","","0","69dd5248f770ca8d99d92571","2026-04-13T20:30:00.968000","2026-04-13T20:30:00.968000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""fragging_tips"",""coral_care""]","true","How to frag like a pro","fragging_tips","https://youtu.be/YcR5VLm3lDI?si=ac7KfNRyGE-vNljw","","","0","69dd51c3bb749f9c387c10e8","2026-04-13T20:27:47.741000","2026-04-13T20:27:47.741000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""fragging_tips"",""coral_care""]","true","Fragging Chalice Coral","fragging_tips","https://youtu.be/cG000Z2QV6M?si=TD9ZCWNBgj0DlhTk","","","0","69dd5193ed5fa935bb5f689c","2026-04-13T20:26:59.700000","2026-04-13T20:26:59.700000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""fragging_tips"",""coral_care""]","true","Flower pot coral care and fragging","fragging_tips","https://youtu.be/XM6a75g1XjE?si=Bv8Ofk33hWAEXn9D","","","0","69dd51639f3b9eeab983274c","2026-04-13T20:26:11.975000","2026-04-13T20:26:11.975000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""fragging_tips""]","true","Fragging soft coral","fragging_tips","https://youtu.be/yihCarJQDmU?si=I5vSyBH0G5tNfo-d","","","0","69dd512e6dfaa49c3cd2b46d","2026-04-13T20:25:18.012000","2026-04-13T20:25:18.012000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"both","video","[""fish_care"",""pest_prevention""]","true","Treating ich and marine velvet","fish_care","https://youtu.be/ciEspcD_lrY?si=W_lBXmGaY1MUgBPa","","","0","69dd50cf0f5def842f786633","2026-04-13T20:23:43.603000","2026-04-13T20:23:43.603000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""beginner_setup"",""fish_care""]","true","5 fish every beginner needs ","beginner_setup","https://youtu.be/ZoPBbAxSkJg?si=CRrECQ2ydkF1XNaA","","","0","69dd507ca5db9f8b6d009ba9","2026-04-13T20:22:20.503000","2026-04-13T20:22:20.503000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""fish_care""]","true","Care for Tangs","fish_care","https://youtu.be/RMpZAXJ-p1A?si=l8giVfL-yK6rk9tu","","","0","69dd5006198bfde69cace926","2026-04-13T20:20:22.249000","2026-04-13T20:20:22.249000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[]","true","Can I have more then one tang","fish_care","https://youtu.be/Vk0AYpLvxjE?si=8dvfuGQY9rbYzr9Y","","","0","69dd4d5d588d26abafe72cd3","2026-04-13T20:09:01.033000","2026-04-13T20:20:31.629000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"both","video","[""fish_care""]","true","How to ship coral and fish","shipping_acclimation","https://youtu.be/Zmy5myS4zAc?si=6SuAQCmHOt7GZoLY","","","0","69dd182d324f3538b70ff0b8","2026-04-13T16:22:05.085000","2026-04-13T20:14:45.171000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"both","video","[""shipping_acclimation""]","true","Shipping Coral and fish","beginner_setup","https://youtu.be/9sqn5jblzHI?si=mCti3nBFcGuXK9AS","","","0","69dd17b0a936eb6858eb25ac","2026-04-13T16:20:00.770000","2026-04-13T16:20:00.770000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""coral_care""]","true","Easy first corals","beginner_setup","https://www.youtube.com/watch?v=j3F30ndCW9g","","","0","69cdd3d5ace6c510bb8fb6ee","2026-04-02T02:26:29.666000","2026-04-13T11:38:21.355000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""lighting_flow"",""coral_care""]","true","Setting up lighting with par meter","beginner_setup","https://www.youtube.com/watch?v=G1Nhw9XO9uw","","","0","69cdd33530a195ebe8e2eafd","2026-04-02T02:23:49.129000","2026-04-13T11:47:19.331000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[]","true","Peppermint Shrimp","fish_care","https://www.youtube.com/watch?v=Oxp-x3XQwXU&pp=ygUQYnVsayByZWVmIHN1cHBseQ%3D%3D","","","0","69cdd2d8e503f2dfa9748a96","2026-04-02T02:22:16.662000","2026-04-13T11:46:44.599000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""coral_care""]","true","How to get rid of Aiptasia","maintenance","https://www.youtube.com/watch?v=WxDrPgKf9d4&pp=ygUQYnVsayByZWVmIHN1cHBseQ%3D%3D","","","0","69cdd2a638be2ab6e72476f9","2026-04-02T02:21:26.823000","2026-04-13T11:38:52.291000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[]","true","Best ways to clean up your sand","maintenance","https://www.youtube.com/watch?v=nvu4tAjbACg&pp=ygUQYnVsayByZWVmIHN1cHBseQ%3D%3D","","","0","69cdd1e30c23515379e63fec","2026-04-02T02:18:11.205000","2026-04-13T11:45:49.674000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""maintenance""]","true","Fixing the ugly stage of a saltwater tank","beginner_setup","https://www.youtube.com/watch?v=Qh6Emt469lk&pp=ygUQYnVsayByZWVmIHN1cHBseQ%3D%3D","","","0","69cdd11c539b53c306db73dd","2026-04-02T02:14:52.141000","2026-04-13T11:46:23.790000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[]","true","Building a Softie tank","coral_care","https://www.youtube.com/watch?v=ScAyZ4fzXJ8&pp=ygUQYnVsayByZWVmIHN1cHBseQ%3D%3D","","","0","69cdd0d0bbfc65a09483f0ab","2026-04-02T02:13:36.156000","2026-04-13T11:39:05.384000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""coral_care""]","true","Beginner Coral Types","beginner_setup","https://www.youtube.com/watch?v=kSQJ26DYXRY&pp=ygUQYnVsayByZWVmIHN1cHBseQ%3D%3D","","","0","69cdd09724f78dea74ba1fdc","2026-04-02T02:12:39.612000","2026-04-13T11:47:51.273000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""water_chemistry""]","true","Today's best tank cycling technique","beginner_setup","https://www.youtube.com/watch?v=-aQ5YTLK7e0&pp=ygUQYnVsayByZWVmIHN1cHBsedIHCQnZCgGHKiGM7w%3D%3D","","","0","69cdd054a6b6022da7d722df","2026-04-02T02:11:32.687000","2026-04-13T11:39:25.492000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""fish_care""]","true","Fish Quarantine","pest_prevention","https://www.youtube.com/watch?v=kp4LKz-HVvM&pp=ygUQYnVsayByZWVmIHN1cHBseQ%3D%3D","","","0","69cdcf9fe3fff453e065e625","2026-04-02T02:08:31.227000","2026-04-13T20:15:16.328000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""beginner_setup""]","true","Top five RODI questions ","water_chemistry","","","","0","69cdcf18ee9b455b29c52489","2026-04-02T02:06:16.257000","2026-04-13T11:39:46.216000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","video","[""coral_care"",""water_chemistry""]","true","Best way to dose your reef tank","maintenance","https://www.youtube.com/watch?v=N-H4d8XARdw&pp=ygUQYnVsayByZWVmIHN1cHBseQ%3D%3D","","","0","69cdced653aa15f627c64516","2026-04-02T02:05:10.036000","2026-04-13T20:14:58.601000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"both","faq","[]","true","DOA Policy: What to Do if Livestock Arrives Dead","shipping_acclimation","","If your coral or fish arrives dead on arrival (DOA):

1. Take photos immediately - Photograph the animal in the unopened bag
2. Contact the seller within 2 hours of delivery. If they have DOA policy that allows for returns
3. Keep all packaging as proof
4. File a claim through the Reef Market order system

Most sellers offer full refund or store credit for legitimate DOA claims. Always check the seller's specific DOA policy before purchasing.","","4","69cd3ef2b9dc4314ee17bce9","2026-04-01T15:51:14.774000","2026-04-13T11:44:17.227000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"both","article","[]","true","Understanding Water Chemistry Basics","water_chemistry","","Key parameters for a healthy reef:

- Salinity: 1.025-1.026 sg
- Temperature: 76-78°F
- Alkalinity: 7-9 dKH
- Calcium: 400-450 ppm
- Magnesium: 1300-1400 ppm
- Nitrate: < 10 ppm (some is actually beneficial)
- Phosphate: 0.03-0.1 ppm

Consistency is more important than hitting exact numbers!","","3","69cd3ef2b9dc4314ee17bce8","2026-04-01T15:51:14.774000","2026-04-13T11:53:24.893000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","article","[]","true","Beginner's Guide to Starting a Reef Tank","beginner_setup","","Starting a reef tank is an exciting journey! Here's what you need to know:

1. Choose the right tank size - A 40 gallon breeder is ideal for beginners
2. Get quality equipment - Invest in a good protein skimmer and lighting
3. Cycle your tank - This takes 4-6 weeks. Be patient!
4. Start with hardy corals - Mushrooms, zoanthids, and GSP are great first corals
5. Test your water regularly - Ammonia, nitrite, nitrate, alkalinity, calcium, and magnesium

Remember: nothing good happens fast in a reef tank!","","1","69cd3ef2b9dc4314ee17bce6","2026-04-01T15:51:14.774000","2026-04-13T11:42:46.698000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
"saltwater","tip","[""coral_care""]","true","How to Acclimate New Corals","shipping_acclimation","","When receiving shipped corals:

1. Float the bag in your tank for 15 minutes to temperature acclimate
2. Open the bag and add a small amount of tank water every 5 minutes for 30 minutes
3. Use a coral dip (like Bayer or CoralRx) before placing in your tank
4. Place the coral in a low-flow, low-light area initially
5. Gradually move to its permanent position over 1-2 weeks

⚠️ Never pour shipping water into your tank!","","2","69cd3ef2b9dc4314ee17bce7","2026-04-01T15:51:14.774000","2026-04-13T11:48:16.237000","69cd3d0cc5454eb378341b94","andrew@freedomrisingnow.org","false"
